"","euc1","euc2","euc3","euc4","msn1","msn2","msn3","msn4","rf"
"height bias",0.301050175882232,0.223005299020765,0.312527019230769,0.0140441432506746,0.0530730861050666,0.0530730861050666,0.0158300256410256,0.0632515288461539,0.171087987179487
