"","euc1","euc2","euc3","euc4","msn1","msn2","msn3","msn4","rf"
"diameter bias",5.20163610213648,3.602812439888,5.34294871794872,0.225918163851914,1.18442883725314,1.18442883725314,0.195512820512821,1.34423076923077,3.30128205128205
