"","euc1","euc2","euc3","euc4","msn1","msn2","msn3","msn4","rf"
"d13_2009",37.153764899339,36.1556902902897,37.1037325051263,36.4648302636094,35.922861010618,34.4704051723204,35.8647000461695,34.6694778199455,34.271446588699
"h",1.96452916419323,1.8661559048654,1.9526999408872,1.8752803071456,1.84855113887638,1.75991774780559,1.83982674603589,1.76713820366063,1.7989518755966
"Species2",NA,NA,NA,NA,0.474584329764977,0.433131706423049,0.473665466715671,0.431009548350417,NA
